create_timestamp,player_id,score
2021/01/01 12:00,player0001,12345
2021/01/02 13:00,player0002,10000
2021/01/03 12:00,player0021,100
2021/01/04 12:10,player0031,200
2021/01/05 12:00,player0041,300
2021/01/06 12:00,player0001,12345
2021/01/05 12:00,player0041,400
2021/01/01 12:00,player0099,12345
2021/01/01 12:00,player0099,12345
2021/01/05 12:00,player0100,1000
2021/01/05 12:00,player0101,1001
2021/01/05 12:00,player0102,1002
2021/01/05 12:00,player0103,1003
2021/01/05 12:00,player0104,1004
2021/01/04 12:10,player0105,200
2021/01/04 12:10,player0106,200
